productid,productskuid,New Product Name,Quantity,New_level1,New_level2,Valued_level2,New_level3,brandname,orig_score,aggr_score
100026392,10030996.0,24 mantra organic cloves,50 g,masala,spices & masalas,spices & masalas,whole spices,24 Mantra,0.0,0.0
100091580,10104342.0,aashirvaad coriander powder,200 g,,spices & masalas,spices & masalas,powdered spices,Aashirvaad,0.0,0.0
100047775,10055402.0,aashirvaad coriander powder,500 g,masala,spices & masalas,spices & masalas,powdered coriander,Aashirvaad,0.0,0.0
100091581,10104343.0,aashirvaad coriander powder,50 g,masala,spices & masalas,spices & masalas,powdered spices,Aashirvaad,0.0,0.0
100091579,10104341.0,aashirvaad coriander powder,100 g,masala,spices & masalas,spices & masalas,powdered spices,Aashirvaad,0.0,0.0
100048335,10056045.0,act ii diet pop corn,70 g,snacks,snacks,snacks,popcorns,ACT II,0.0,0.0
100036794,10044112.0,bambino macaroni mac masala ready in minutes,50 g,masala,spices & masalas,spices & masalas,blended spices,Bambino Macroni,0.0,0.0
100007323,10008436.0,bedekar coriander powder,200 g,masala,spices & masalas,spices & masalas,powdered spices,Bedekar,0.0,0.0
100091793,10104547.0,bedekar coriander powder,50 g,masala,spices & masalas,spices & masalas,powdered coriander,Bedekar,0.0,0.0
100091792,10104545.0,bedekar coriander powder,100 g,masala,spices & masalas,spices & masalas,powdered spices,Bedekar,0.0,0.0
100002973,10003555.0,betty crocker super moist yellow,500 g,,snacks,snacks,pre mix,Betty Crocker,0.0,0.0
100149524,10161265.0,bon sambar powder,100 g,masala,spices & masalas,spices & masalas,blended masalas,Bon,0.0,0.0
100071678,10081969.0,brijnandan sing dana,200 g,,snacks,snacks,namkeen,Brijnandan,0.0,0.0
100036281,10043504.0,chhedas diet poha chivda,170 g,snacks,snacks,snacks,namkeen,Chhedas,0.0,0.0
100045263,10052888.0,chhedas diet poha chivda,50 g,,snacks,snacks,namkeen,Chhedas,0.0,0.0
100061238,10069902.0,chhedas diet poha chivda,500 g,snacks,snacks,snacks,mixture,Chhedas,0.0,0.0
100016836,10019610.0,chings secret chowmein hakka noodles masala,20 g,masala,spices & masalas,spices & masalas,blended masalas,Ching's Secret,0.0321848849165709,0.0321848849165709
100004908,10005644.0,cornitos thai sweet chilli crisps nachos chips,150 gm,snacks,snacks,snacks,nachos,Cornitos Nachos Crisps,0.0,0.0
100004889,10005617.0,cornitos tikka masala nacho crisps,60 g,snacks,,,chips,Cornitos,0.0,0.0
100005187,10005990.0,cornitos tikka masala nacho crisps,150 g,snacks,snacks,snacks,nachos,Cornitos Nachos Crisps,0.0,0.0
100064537,10073633.0,dnv kasuri methi,25 gm,masala,spices & masalas,spices & masalas,fenugreek seeds,DNV,0.0,0.0
100084323,10096363.0,daadis diet plain khakhara,180 g,snacks,,,indian savouries,Daddi's,0.0,0.0
100020095,10023457.0,dabur hommade ginger garlic paste,200 g,masala,spices & masalas,,,Dabur,0.0,0.0
100020142,10023513.0,dabur hommade ginger garlic paste,25 g,masala,spices & masalas,,,Dabur,0.0,0.0
100044590,10052191.0,dabur hommade ginger garlic paste,100 g,masala,spices & masalas,,,Dabur,0.0,0.0
100030788,10036956.0,dabur hommade ginger garlic paste,,masala,spices & masalas,,,Dabur,0.0,0.0
100046946,10054573.0,dabur hommade ginger garlic paste,30 g,masala,spices & masalas,,,Hommade,0.0,0.0
100112141,10123882.0,daily dhaniya powder,100 g,masala,spices & masalas,spices & masalas,powdered spices,Daily,0.0,0.0
100143901,10155642.0,doritos cheese nachos,110 g,snacks,,,chips,Doritos,0.0,0.0
100088179,10100593.0,doritos cheese nachos,44 g,snacks,,,chips,Doritos,0.0,0.0
100004787,10005778.0,doritos cheese nachos,40 g,snacks,snacks,snacks,nachos,Doritos,0.0,0.0
100091523,10104285.0,doritos cheese nachos,75 g,snacks,,,chips,Doritos,0.0,0.0
100091521,10104283.0,doritos cheese nachos,140 g,snacks,,,chips,Doritos,0.0,0.0
100143894,10155635.0,doritos cheese nachos,187 g,snacks,,,chips,Doritos,0.0,0.0
100143897,10155638.0,doritos cheese nachos,66 g,snacks,,,chips,Doritos,0.0,0.0
100005064,10005822.0,doritos spicy nacho tortilla chips,3118 g,snacks,snacks,snacks,potato chips branded,Doritos,0.0,0.0
100091912,10104661.0,doritos spicy nacho tortilla chips,1984 g,snacks,snacks,snacks,potato chips branded,Doritos,0.0,0.0
100115626,10127367.0,durga mullu murukku,175 g,snacks,,,indian savouries,Durga,0.0,0.0
100085741,10097936.0,ekgaon cinnamon,,masala,spices & masalas,spices & masalas,cinnamon,Ekgaon,0.0,0.0
100106026,10117886.0,ekgaon cinnamon,50 g,masala,spices & masalas,spices & masalas,cinnamon,Ekgaon,0.0,0.0
100103780,10115753.0,el sabor nacho chips cheese flavor,500 g,snacks,snacks,snacks,nachos,EL SABOR,0.0,0.0
100004802,10005531.0,el sabor nacho chips cheese flavor,225 g,snacks,snacks,snacks,nachos,EL SABOR,0.0,0.0
100079613,10091008.0,grannary onion and rosemary whole grain chips,40 gm,snacks,snacks,snacks,other chips,Grannary,0.0,0.0
100069995,10080063.0,greenland cinnamon,50 gm,masala,spices & masalas,spices & masalas,whole cardamon,Greenland,0.0,0.0
100105219,10117119.0,grihasthi mircha powder,1 kg,masala,spices & masalas,spices & masalas,blended spices,Grihasthi,0.0,0.0
100105268,10117165.0,grihasthi mircha powder,200 g,masala,spices & masalas,spices & masalas,blended spices,Grihasthi,0.0,0.0
100099569,10111850.0,grihasthi mircha powder,50 g,masala,spices & masalas,spices & masalas,powdered spices,Grihasthi,0.0,0.0
100105274,10117170.0,grihasthi mircha powder,100 g,masala,spices & masalas,spices & masalas,blended spices,Grihasthi,0.0,0.0
100079985,10091462.0,hakim daal gosht masala,50 g,masala,spices & masalas,spices & masalas,blended masalas,Hakim,0.0001524642970218,0.0001524642970218
100070799,10081002.0,haldirams heeng jeera peanuts,42 g,snacks,snacks,snacks,peanuts,Haldirams,0.0,0.0
100018350,10021381.0,haldirams heeng jeera peanuts,200 g,snacks,snacks,snacks,namkeen,Haldiram Mixtures,0.0,0.0
100018401,10021437.0,haldirams masala kabuli chana,200 g,snacks,snacks,snacks,namkeen,Haldiram Mixtures,0.0,0.0
100072607,10083017.0,homefills chana masala,100 g,masala,spices & masalas,spices & masalas,blended spices,Homefills,0.0,0.0
100096256,10108739.0,indi red chilli paste,200 g,masala,spices & masalas,,,Indi,0.0,0.0
100082308,10094103.0,jalaram foods pani puri mobile khakhra,180 g,snacks,,,indian savouries,Jalaram,0.0,0.0
100033366,10039905.0,jalaram foods dry paper dosa pizza oregano,12nos 1 pcs,snacks,snacks,snacks,namkeen,JFS,0.0,0.0
100033205,10039738.0,jalaram foods methi round khakhra,200 g,snacks,snacks,snacks,khakhra,JFS,0.0,0.0
100112680,10124421.0,jalaram foods methi round khakhra,200 g,snacks,,,indian savouries,Jalaram,0.0,0.0
100054737,10062580.0,jolly time americas best white popcorn jar,850 g,snacks,snacks,snacks,popcorns,Jolly Time,0.0,0.0
100106073,10117932.0,kamadhenu bay leaf,50 g,masala,spices & masalas,spices & masalas,whole spices,Kamadhenu,0.0,0.0
100090318,10103017.0,kamadhenu bay leaf,100 g,masala,spices & masalas,spices & masalas,whole spices,Kamadhenu,0.0,0.0
100081858,10093588.0,kanchan dalchini,50 g,masala,spices & masalas,spices & masalas,cinnamon,Kanchan,0.0,0.0
100103990,10115957.0,kanchan dalchini,100 g,masala,spices & masalas,spices & masalas,cinnamon,Kanchan,0.0,0.0
100103223,10115237.0,keya amritsari chhole masala,125 g,masala,spices & masalas,spices & masalas,blended masalas,Keya,0.0,0.0
100056425,10064379.0,khatu masale veg biryani pulao masala,90 g,masala,spices & masalas,spices & masalas,powdered spices,Khatu,0.0,0.0
100046989,10054616.0,kitchen express sambhar masala,12 g,masala,spices & masalas,spices & masalas,blended spices,Kitchen,0.0,0.0
100042610,10050075.0,kulambu chilly powder,1 pcs,masala,spices & masalas,spices & masalas,red chilli powder,Kulambu,0.0,0.0
100018565,10021614.0,kurkure funjabi kadhai masala,52 g,snacks,snacks,snacks,namkeen,Kurkure,0.0,0.0
100143795,10155536.0,lays maxx nacho chilli potato chips,130 g,,,,chips,Lay's,0.0,0.0
100087900,10100310.0,lays american style cream and onion potato chips,26 g,snacks,snacks,snacks,potato chips branded,Lays,0.0,0.0
100037985,10019419.0,mtr sambar powder,100 g,masala,spices & masalas,spices & masalas,blended masalas,MTR,0.0,0.0001700576838876
100148325,10160066.0,mtr sambar powder,500 g,masala,spices & masalas,spices & masalas,blended masalas,MTR,0.0,0.0001700576838876
100102805,10114863.0,mtr sambar powder,40 g,,spices & masalas,spices & masalas,blended masalas,MTR Masala Powders,0.0,0.0001700576838876
100016717,10019480.0,mtr sambar powder,200 g,masala,spices & masalas,spices & masalas,blended masalas,MTR,0.0001700576838876,0.0001700576838876
100100347,10112582.0,majithia chole masala,50 g,masala,spices & masalas,spices & masalas,blended spices,Majithia,0.0,0.0
100060980,10069642.0,majithia chole masala,15 g,,spices & masalas,spices & masalas,powdered spices,Majithia,0.0,0.0
100068973,10078904.0,majithia pav bhaji masala,100 g,masala,spices & masalas,spices & masalas,blended masalas,Majithia,0.0,0.0
100100209,10112450.0,majithia pav bhaji masala,50 g,masala,spices & masalas,spices & masalas,blended spices,Majithia,0.0,0.0
100037819,10045327.0,masti oye jhatpat bhel,220 G Pp,snacks,namkeen,,,JM Brand,0.0,0.0
100116224,10127965.0,mayurank s elaichi,50 g,masala,spices & masalas,spices & masalas,whole spices,Mayurank,0.0,0.0
100100746,10112971.0,mayurank s elaichi,25 g,masala,spices & masalas,spices & masalas,whole cardamon,Mayurank,0.0,0.0
100069728,10079764.0,mayurank special hing,10 g,masala,spices & masalas,spices & masalas,powdered spices,Mayurank,0.0,0.0
100083341,10095272.0,mona ilaichi,50 g,masala,spices & masalas,spices & masalas,whole spices,Mona,0.0,0.0014179566196475
100101505,10113719.0,mona ilaichi,10 g,masala,spices & masalas,spices & masalas,whole spices,Mona,0.0014179566196475,0.0014179566196475
100046765,10054400.0,mothers recipe vegetable biryani mix,75 g,masala,spices & masalas,spices & masalas,blended spices,Mother Recipe,0.0,0.0
100031091,10036976.0,mothers recipe vegetable biryani mix,75 g,masala,spices & masalas,spices & masalas,blended masalas,Mother's Recipe,0.0,0.0
100078354,10089588.0,neo fresh bhel mix,180 g,snacks,snacks,snacks,namkeen,Neo Fresh,0.0,0.0
100101363,10113583.0,nilons rozana gold mirchi powder,500 g,masala,spices & masalas,spices & masalas,red chilli powder,Nilon's,0.0,0.0
100101362,10113582.0,nilons rozana gold mirchi powder,100 g,masala,spices & masalas,spices & masalas,red chilli powder,Nilon's,0.0,0.0
100101364,10113584.0,nilons rozana gold mirchi powder,50 g,masala,spices & masalas,spices & masalas,red chilli powder,Nilon's,0.0,0.0
100092596,10105291.0,nilons rozana gold mirchi powder,8 g,masala,spices & masalas,spices & masalas,powdered spices,Nilon's,0.0,0.0
100101366,10113586.0,nilons rozana gold mirchi powder,1 kg,,spices & masalas,spices & masalas,red chilli powder,Nilon's,0.0,0.0
100090377,10103101.0,nilons rozana gold mirchi powder,30 g,masala,spices & masalas,spices & masalas,red chilli powder,Nilon's,0.0,0.0
100101361,10113581.0,nilons rozana gold mirchi powder,200 g,masala,spices & masalas,spices & masalas,powdered spices,Nilon's,0.0,0.0
100016849,10019623.0,parampara biryani mix,80 g PP,masala,spices & masalas,spices & masalas,blended spices,Parampara,0.0,0.0
100037822,10045330.0,parle wafers classic salted,80 G Pp,snacks,,,,JM Brand,0.0,0.0
100102965,10114997.0,parrot turmeric powder,500 g,masala,spices & masalas,spices & masalas,turmeric powder,Parrot,0.0,0.0
100099584,10111864.0,parrot turmeric powder,100 g,masala,spices & masalas,spices & masalas,powdered spices,Parrot,0.0,0.0
100062696,10071936.0,parrot turmeric powder,200 g,masala,spices & masalas,spices & masalas,powdered spices,Parrot,0.0,0.0
100113815,10125556.0,parrot turmeric powder,400 g,masala,spices & masalas,spices & masalas,powdered spices,Parrot,0.0,0.0
100059648,10068137.0,popular essentials regular kabuli chana,500 gm,masala,spices & masalas,spices & masalas,whole grains,Popular Essentials,0.0,0.0
100004827,10005550.0,pringles cheese and onion,190 g,snacks,snacks,snacks,potato wafers,Pringles,0.0,0.0
100017023,10019810.0,ramas sambar masala powder,100 g,masala,spices & masalas,spices & masalas,blended spices,Rama's,0.0,0.0
100100158,10112403.0,ramdev super garam masala,500 g,masala,spices & masalas,spices & masalas,blended masalas,Ramdev,0.0,0.0
100030932,10071543.0,ramdev super garam masala,100 g,masala,spices & masalas,spices & masalas,blended masalas,Ramdev,0.0,0.0
100061270,10069934.0,ramdev super garam masala,200 g,masala,spices & masalas,spices & masalas,blended masalas,Ramdev,0.0,0.0
100102176,10114365.0,ratna gold jeera,200 g,masala,spices & masalas,spices & masalas,powdered jeera,Ratna Gold,0.0,0.0
100065584,10074854.0,ratna gold jeera,500 g,masala,spices & masalas,spices & masalas,powdered jeera,Ratna Gold,0.0,0.0
100142887,10154628.0,ravi masale super red chilli powder,200 g,masala,spices & masalas,spices & masalas,powdered spices,Ravi Masale,0.0,0.0
100103025,10115056.0,ravi masale super red chilli powder,1 kg,masala,spices & masalas,spices & masalas,powdered spices,Ravis,0.0,0.0
100103037,10115067.0,ravi masale super red chilli powder,100 g,masala,spices & masalas,spices & masalas,powdered spices,Ravi Masale,0.0,0.0
100103032,10115063.0,ravi masale super red chilli powder,50 g,masala,spices & masalas,spices & masalas,powdered spices,Ravi Masale,0.0,0.0
100063975,10076725.0,ravi masale super red chilli powder,25 g,masala,spices & masalas,spices & masalas,powdered spices,Ravi Masale,0.0,0.0
100016890,10019664.0,roopak samber powder,100 g,masala,spices & masalas,spices & masalas,powdered spices,Roopak,0.0,0.0
100066870,10076437.0,ruchi chat masala,,masala,spices & masalas,spices & masalas,blended spices,Ruchi Food,0.0,0.0
100090955,10103735.0,ruchi chat masala,50 g,masala,spices & masalas,spices & masalas,blended spices,Ruchi Food,0.0,0.0
100088568,10100994.0,shree black til,100 g,masala,spices & masalas,spices & masalas,till nylon,Shri Ram,0.0,0.0
100036252,10043475.0,sonal foods diet sada patta wafers,100 g,snacks,snacks,snacks,namkeen,Sonal Foods,0.0,0.0
100098832,10111170.0,sprighty pita chips,55 g,snacks,snacks,snacks,potato chips branded,Snacko Delight,0.0,0.0
100030998,10036874.0,sugran chili kashmiri,100 gm,masala,spices & masalas,spices & masalas,whole spices,Sugran,0.0,0.0
100105777,10117648.0,surya mustard rai powder,500 g,masala,spices & masalas,spices & masalas,powdered spices,Surya,0.0,0.0
100072559,10082952.0,surya mustard rai powder,200 g,masala,spices & masalas,spices & masalas,mustard seeds,Surya Food,0.0,0.0
100089205,10101720.0,svadhar masala bhakhri,180 g,snacks,snacks,snacks,khakhra,Svadhar,0.0,0.0
100080949,10092582.0,tasty top mumbai missal mixture,200 g,snacks,snacks,snacks,branded mixture,Tasty Top,0.0,0.0
100018518,10021562.0,tong garden real potato black pep,per 40 g,snacks,snacks,snacks,namkeen,Tong Garden,0.0,0.0
100049597,10057295.0,townbus alakki mixture,30 g,snacks,snacks,snacks,mixture,Tower Bus,0.0,0.0
100036142,10043352.0,tushraj herbs thymes,20 g,masala,spices & masalas,spices & masalas,mixed herbs,Tushraj,0.0,0.0
100031051,10036932.0,unisha black pep,per 50 g,,spices & masalas,spices & masalas,whole spices,Unisha,0.0,0.0
100031059,10036941.0,unisha methi,200 g,masala,spices & masalas,spices & masalas,whole spices,Unisha,0.0,0.0
100022090,10025669.0,urban flavorz salad seasoning,20 g,masala,spices & masalas,spices & masalas,seasoning,Urban Flavorz,0.0,0.0
100051584,10059255.0,777 egg curry masala,20 gm,masala,spices & masalas,spices & masalas,blended spices,777,0.0,0.0
100092525,10105227.0,aakash tasty peanuts,150 g,snacks,snacks,snacks,peanuts,Aakash,0.0,0.0
100086490,10098820.0,amals jack fruit chips,175 g,snacks,,,chips,Amals,0.0,0.0
100045348,10052973.0,badshah black pepper powder,50 g,,spices & masalas,spices & masalas,powdered spices,Badshah,0.0,0.0001634777643138
100093094,10105749.0,badshah black pepper powder,100 g,masala,spices & masalas,spices & masalas,powdered spices,Badshah,0.0001634777643138,0.0001634777643138
100017202,10020013.0,badshah black pepper powder,,masala,spices & masalas,spices & masalas,black pepper powder,Badshah,0.0,0.0001634777643138
100074444,10085201.0,bhakti khatta mitha,200 gm,snacks,snacks,snacks,namkeen,Bhakti,0.0,0.0
100109684,10121448.0,bhikharam chandmal all in one mixture,200 g,snacks,snacks,snacks,mixture,Bhikharam Chandmal,0.0,0.0
100086422,10098742.0,budhani tomato flavoured potato wafers,60 g,snacks,snacks,snacks,potato wafers,Budhani,0.0,0.0
100031225,10037155.0,cbs big mustard,200 gm,masala,spices & masalas,spices & masalas,mustard seeds,CBS,0.0,0.0
100036287,10043511.0,chhedas softy chakli,250 g,snacks,snacks,snacks,namkeen,Chhedas,0.0,0.0
100067154,10076768.0,chukde white pepper powder,100 gm,masala,spices & masalas,spices & masalas,black pepper powder,Chukde,0.0,0.0
100071150,10081394.0,crave habbies moong dal,400 g,snacks,snacks,snacks,namkeen,Crave,0.0,0.0
100104386,10116328.0,crave habbies moong dal,150 g,snacks,snacks,snacks,namkeen,Crave,0.0,0.0
100062073,10070738.0,dnv red mustard seeds,100 g,masala,spices & masalas,spices & masalas,whole spices,DNV,0.0,0.0
100010409,10012067.0,dabur keora water,250 ml,masala,spices & masalas,,,Dabur,0.0,0.0
100144129,10155870.0,dhanashree crunchy kadboli,200 g,snacks,,,indian savouries,Dhanashree,0.0,0.0
100084011,10096027.0,dhanashree crunchy kadboli,250 gm,snacks,snacks,,other snacks,Dhanashree,0.0,0.0
100087888,10100291.0,doritos nacho cheese,39 g,snacks,snacks,snacks,nachos,Doritos,0.0,0.0
100091522,10104284.0,doritos nacho cheese,921 g,snacks,snacks,snacks,nachos,Doritos,0.0,0.0
100022096,10025675.0,easy life garlic herb bread seasoning,40 g,masala,spices & masalas,spices & masalas,herbs,easy life,0.0,0.0
100018625,10021689.0,ganesh chatpati bhel mix family pack,250 gm,snacks,snacks,snacks,namkeen,Ganesh,0.0,0.0
100026416,10031021.0,kitchen king dry ginger,50 g,masala,spices & masalas,spices & masalas,whole spices,Kitchen King,0.0,0.0
100066888,10076463.0,krrish salted boondi,180 g,snacks,snacks,snacks,boondi,Krrish,0.0,0.0
100018395,10021431.0,kurkure rajastani manchurian,48 g,snacks,snacks,snacks,namkeen,Kurkure,0.0,0.0
100116134,10127875.0,lg compounded hing powder,200 g,masala,spices & masalas,spices & masalas,powdered spices,LG,0.0,0.0
100030875,10041187.0,lg compounded hing powder,100 g,masala,spices & masalas,spices & masalas,powdered spices,LG,0.0,0.0
100017067,10019854.0,la indian meat masala,100 g,masala,spices & masalas,spices & masalas,blended spices,La Indian,0.0,0.0
100033383,10039923.0,lays classic salted potato chips,100 g,snacks,,,chips,Lay's,0.0002118947624182,0.0039574563838742
100143896,10155637.0,lays classic salted potato chips,594 g,snacks,,,chips,Lay's,0.0,0.0039574563838742
100004761,10005465.0,lays classic salted potato chips,15 g,snacks,,,chips,Lay's,0.0,0.0039574563838742
100091767,10104522.0,lays classic salted potato chips,39 g,snacks,snacks,snacks,potato chips branded,Lays,0.0,0.0039574563838742
100058985,10067210.0,lays classic salted potato chips,28 g,snacks,,,chips,Lay's,0.0018062778298516,0.0039574563838742
100091768,10104523.0,lays classic salted potato chips,52 g,snacks,,,chips,Lay's,0.0019392837916044,0.0039574563838742
100143794,10155535.0,lays classic salted potato chips,130 g,snacks,,,chips,Lay's,0.0,0.0039574563838742
100055510,10063406.0,lays xxl combo,1 pcs,,snacks,snacks,potato wafers,Lays,0.0,0.0
100149527,10161268.0,loose guntur red chilly with stem,1 kg,masala,spices & masalas,spices & masalas,whole spices,Loose,0.0,0.0
100049266,10056964.0,mdh soyatein masala warian,200 g,masala,cereals & grains,cereals & grains,chunks & granules,MDH Masale,0.0,0.0
100018440,10021477.0,maiyas palak sticks,190 g,snacks,snacks,snacks,namkeen,Maiyas,0.0,0.0
100048356,10072124.0,melam garam masala,,,spices & masalas,spices & masalas,garam masala,Melam,0.0,0.0
100149569,10161310.0,melam garam masala,100 g,,spices & masalas,spices & masalas,blended masalas,Melam,0.0,0.0
100068086,10077885.0,miltop black mustard,100 g,masala,spices & masalas,spices & masalas,mustard seeds,Miltop,0.0,0.0
100100724,10112949.0,miltop black mustard,250 g,masala,spices & masalas,spices & masalas,mustard seeds,Miltop,0.0,0.0
100103699,10115677.0,miltop cardamom,100 g,masala,spices & masalas,spices & masalas,whole cardamon,Miltop,0.0,0.0
100068071,10079741.0,miltop cardamom,25 g,masala,spices & masalas,spices & masalas,whole cardamon,Miltop,0.0,0.0
100149229,10160970.0,nani ka masala chaat masala,100 g,masala,spices & masalas,spices & masalas,blended masalas,Nani Ka Masala,0.0,0.0
100039635,10047247.0,narpa compund hing,100 g,masala,spices & masalas,spices & masalas,whole spices,Narpa,0.0,0.0
100018549,10021598.0,naturals bite yellow chana,200 g,snacks,snacks,snacks,namkeen,Natural,0.0,0.0
100077725,10088880.0,organic tattva tamarind paste,200 g,masala,spices & masalas,spices & masalas,ginger garlic paste,Himalayan,0.0,0.0
100135495,10147236.0,prs chat masala,100 g,masala,spices & masalas,spices & masalas,blended masalas,PRS,0.0,0.0
100062970,10071711.0,prs chat masala,100 gm,masala,spices & masalas,spices & masalas,blended spices,PRS,0.0,0.0
100018672,10021752.0,parle namkeen khatta meetha,50 g,snacks,snacks,snacks,namkeen,Parle,0.0,0.0
100034269,10040973.0,parle namkeen khatta meetha,198 g,snacks,snacks,snacks,namkeen,Parle,0.0,0.0
100113712,10125453.0,parrot dandi cut mircha,100 g,masala,spices & masalas,spices & masalas,whole spices,Parrot,0.0,0.0
100064173,10073171.0,pick n cook tamarind,200 g,masala,spices & masalas,spices & masalas,whole spices - tamarind,PNC,0.0,0.0
100099780,10112045.0,pote coriander powder,200 g,masala,spices & masalas,spices & masalas,powdered coriander,Pote,0.0,0.0
100099777,10112043.0,pote coriander powder,500 g,,spices & masalas,spices & masalas,powdered coriander,Pote,0.0,0.0
100088944,10101544.0,pote coriander powder,100 g,masala,spices & masalas,spices & masalas,powdered coriander,Pote,0.0,0.0
100099781,10112047.0,pote turmeric powder,1 kg,masala,spices & masalas,spices & masalas,turmeric powder,Pote,0.0,0.0
100099782,10112048.0,pote turmeric powder,500 g,masala,spices & masalas,spices & masalas,turmeric powder,Pote,0.0,0.0
100099784,10112049.0,pote turmeric powder,200 g,masala,spices & masalas,spices & masalas,turmeric powder,Pote,0.0,0.0
100061353,10101563.0,pote turmeric powder,100 g,masala,spices & masalas,spices & masalas,turmeric powder,Pote,0.0,0.0
100044004,,pringles potato chips honey mustard,,snacks,chips,,,Pringles,0.0,0.0
100045731,10053355.0,priya chicken 65 masala,10 g,masala,spices & masalas,spices & masalas,blended spices,Priya,0.0,0.0
100037968,10045482.0,priya rasam powder,100 g,masala,spices & masalas,spices & masalas,blended masalas,Priya,0.0,0.0
100068991,10078927.0,pro nature 100 organic garam masala,100 g,masala,spices & masalas,spices & masalas,garam masala,Pro Nature,0.0,0.0
100016730,10019494.0,roopak dal makhani masala,100 gm,masala,spices & masalas,spices & masalas,blended spices,Roopak,0.0,0.0
100085692,10097863.0,royale spices kashmiri mirch powder,100 gm,masala,spices & masalas,spices & masalas,red chilli powder,Royale Spices,0.0,0.0
100037545,10045026.0,ssp asafoetida powder,10 g,masala,spices & masalas,spices & masalas,whole spices,SSP,0.0,0.0
100036743,10044047.0,shan keema masala,50 g,masala,spices & masalas,spices & masalas,whole spices,Shan,0.0,0.0
100114769,10126510.0,shyam small fennel sounf,100 g,masala,spices & masalas,spices & masalas,whole spices,Shyam,0.0,0.0
100116122,10127863.0,shyam small fennel sounf,200 g,masala,spices & masalas,spices & masalas,whole spices,Shyam,0.0,0.0
100050135,10057832.0,snackup onion nibbles,180 g,snacks,snacks,snacks,namkeen,MTR Snack Mixes,0.0,0.0
100050133,10057830.0,snackup onion nibbles,35 g,snacks,snacks,snacks,namkeen,MTR Snack Mixes,0.0,0.0
100050134,10057831.0,snackup onion nibbles,90 g,,snacks,snacks,namkeen,MTR Snack Mixes,0.0,0.0
100050151,10057848.0,spice rasam powder,,masala,spices & masalas,spices & masalas,powdered spices,MTR Masala Powders,0.0,0.0
100094268,10106914.0,suhana seekh kebab masala mix,50 g,masala,spices & masalas,spices & masalas,blended masalas,Suhana,0.0,0.0
100013194,10080484.0,suhana shahi garam masala,200 g,masala,spices & masalas,spices & masalas,blended masalas,Suhana,0.0,0.0016952987691261
100093484,10106138.0,suhana shahi garam masala,8 g,masala,spices & masalas,spices & masalas,powdered spices,Suhana,0.0,0.0016952987691261
100045814,10053437.0,suhana shahi garam masala,50 g,masala,spices & masalas,spices & masalas,garam masala,Suhana,0.0,0.0016952987691261
100136463,10148204.0,suhana shahi garam masala,15 g,masala,spices & masalas,spices & masalas,blended masalas,Suhana,0.0016952987691261,0.0016952987691261
100101168,10113389.0,suhana shahi garam masala,100 g,masala,spices & masalas,spices & masalas,garam masala,Suhana,0.0,0.0016952987691261
100136349,10148090.0,telugu avisa ginjala karam,100 g,snacks,,,indian savouries,Telugu,0.0,0.0
100105165,10117068.0,tong garden pad khi mao broad beans,25 g,,snacks,snacks,namkeen,Tong Garden,0.0,0.0
100018381,10021620.0,tong garden pad khi mao broad beans,500 g,snacks,snacks,snacks,namkeen,Tong Garden,0.0,0.0
100068838,10078751.0,vandevi 2001 khada hing,200 g,masala,spices & masalas,spices & masalas,hing,Vandevi,0.0,0.0
100088853,10103604.0,vandevi 2001 khada hing,,masala,spices & masalas,spices & masalas,hing,Vandevi,0.0,0.0
100044642,10052249.0,vandevi 2001 khada hing,50 g,masala,spices & masalas,spices & masalas,hing,Vandevi,0.0,0.0
100149607,10161348.0,vandevi 551 jeera,1 kg,masala,spices & masalas,spices & masalas,whole spices,Vandevi,0.0,0.0
100005032,10005788.0,wellabys gluten free cracked black pepper lentil chips,140 g,snacks,snacks,snacks,potato chips branded,Wellaby's,0.0,0.0
100088947,10101415.0,whistle red hot makhana no onion and no garlic,60 gm,snacks,snacks,snacks,roasted makhana,Whistle,0.0,0.0
100080467,10092007.0,wonder ginger powder,,masala,spices & masalas,spices & masalas,powdered spices,Wonder,0.0,0.0
100106538,10118384.0,wonder ginger powder,100 g,masala,spices & masalas,spices & masalas,powdered spices,Wonder,0.0,0.0
100080709,10092313.0,wonder whole black pep,per 10 gm,masala,spices & masalas,spices & masalas,black pepper powder,Wonder,0.0,0.0
100141633,10153374.0,aachi fish curry kuzhambu masala,100 g,masala,spices & masalas,spices & masalas,blended masalas,Aachi,0.0,0.0
100033333,10039870.0,act ii premium instant popcorn multipack,40 gm,snacks,snacks,snacks,popcorns,ACT II,0.0,0.0
100101390,10113610.0,act ii premium instant popcorn multipack,40 g,snacks,snacks,snacks,popcorns,ACT II,0.0,0.0
100016936,10019718.0,bakers chilly chicken masala,100 g,masala,spices & masalas,spices & masalas,blended spices,Bakers,0.0,0.0
100016939,10019721.0,bakers fish fry masala,50 g,masala,spices & masalas,spices & masalas,blended spices,Bakers,0.0,0.0
100002970,10003552.0,betty crocker warm delight hot fudge brownie,88 g,snacks,snacks,snacks,pre mix,Betty Crocker,0.0,0.0
100075198,10086065.0,bhikharam chandmal plain boondi,200 g,snacks,snacks,snacks,boondi,Bhikharam Chandmal,0.0,0.0
100018571,10021621.0,bikaneri bhelpuri,,snacks,snacks,snacks,nachos,Bikano,0.0,0.0
100051600,10059271.0,bisk farm masala muri,25 g,snacks,snacks,snacks,namkeen,Bisk Farm,0.0,0.0
